age,workclass,education,marital-status,occupation,race,sex,hours-per-week,native-country,income
33,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Male,50,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,82,United-States,>50K
17,Self-emp-not-inc,11th,Divorced,Farming-fishing,White,Male,39,Germany,<=50K
42,Private,1st-4th,Married-civ-spouse,Prof-specialty,Black,Male,47,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Female,52,United-States,<=50K
44,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Female,28,United-States,<=50K
51,Private,11th,Married-civ-spouse,Transport-moving,White,Male,35,United-States,<=50K
40,Private,Bachelors,Divorced,Exec-managerial,Amer-Indian-Eskimo,Male,38,United-States,>50K
44,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,24,United-States,<=50K
40,Private,HS-grad,Never-married,Sales,White,Male,58,United-States,<=50K
46,Private,Masters,Married-civ-spouse,Other-service,White,Female,49,United-States,<=50K
17,Private,Some-college,Married-civ-spouse,Protective-serv,White,Male,39,United-States,<=50K
26,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,31,United-States,<=50K
58,Local-gov,1st-4th,Divorced,Prof-specialty,White,Male,46,Philippines,<=50K
17,Self-emp-not-inc,Masters,Never-married,Sales,White,Male,29,Other,<=50K
36,Local-gov,10th,Married-civ-spouse,Prof-specialty,White,Female,55,United-States,<=50K
53,Self-emp-not-inc,HS-grad,Never-married,Handlers-cleaners,White,Male,50,Mexico,>50K
36,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,26,United-States,>50K
32,Private,1st-4th,Never-married,Tech-support,White,Female,53,Philippines,<=50K
39,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,White,Male,32,United-States,<=50K
33,Private,11th,Married-civ-spouse,Transport-moving,White,Female,38,United-States,<=50K
38,Private,5th-6th,Never-married,Transport-moving,White,Male,42,United-States,<=50K
29,Private,Some-college,Divorced,Craft-repair,White,Female,45,United-States,<=50K
52,Local-gov,Some-college,Never-married,Sales,White,Male,46,United-States,<=50K
56,Private,Assoc-voc,Separated,Prof-specialty,White,Male,44,United-States,>50K
36,Private,Some-college,Married-civ-spouse,Other-service,White,Male,43,United-States,<=50K
19,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,35,Mexico,<=50K
31,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,White,Female,56,United-States,>50K
35,Private,12th,Married-civ-spouse,Transport-moving,White,Male,29,United-States,<=50K
44,Private,9th,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Female,52,United-States,<=50K
24,Private,Bachelors,Married-civ-spouse,Tech-support,Black,Female,38,United-States,>50K
28,Private,Some-college,Married-civ-spouse,Sales,White,Male,54,United-States,<=50K
44,Local-gov,10th,Married-civ-spouse,Machine-op-inspct,White,Female,34,United-States,<=50K
50,Private,HS-grad,Never-married,Farming-fishing,White,Male,45,United-States,<=50K
29,Private,Bachelors,Never-married,Farming-fishing,White,Female,44,Other,>50K
20,Self-emp-not-inc,Masters,Divorced,Handlers-cleaners,White,Male,55,United-States,<=50K
80,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,37,United-States,<=50K
48,Private,Some-college,Married-civ-spouse,Transport-moving,Black,Male,24,United-States,<=50K
34,Local-gov,Bachelors,Never-married,Transport-moving,White,Female,44,United-States,<=50K
49,Private,Some-college,Never-married,Prof-specialty,White,Male,30,United-States,<=50K
36,Self-emp-inc,Some-college,Never-married,Craft-repair,White,Male,39,Mexico,<=50K
49,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,18,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,33,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,36,United-States,>50K
36,Private,12th,Never-married,Exec-managerial,White,Female,31,United-States,<=50K
19,Private,12th,Married-civ-spouse,Exec-managerial,White,Male,39,United-States,<=50K
63,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,32,United-States,<=50K
25,Local-gov,Some-college,Never-married,Tech-support,White,Female,47,United-States,>50K
20,Private,HS-grad,Divorced,Prof-specialty,White,Female,44,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Other-service,White,Male,52,United-States,<=50K
25,Self-emp-inc,Prof-school,Married-civ-spouse,Transport-moving,White,Male,29,Other,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,Female,30,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,51,United-States,<=50K
50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,24,United-States,>50K
48,Private,Some-college,Never-married,Priv-house-serv,White,Male,54,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,50,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Sales,White,Female,33,United-States,<=50K
43,Self-emp-inc,11th,Married-civ-spouse,Prof-specialty,Black,Male,25,United-States,<=50K
17,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,43,United-States,>50K
45,Self-emp-inc,HS-grad,Never-married,Other-service,White,Female,26,United-States,<=50K
19,Private,Some-college,Married-civ-spouse,Protective-serv,White,Female,50,United-States,<=50K
64,Private,11th,Married-civ-spouse,Transport-moving,Black,Male,31,United-States,<=50K
32,Private,Bachelors,Never-married,Other-service,White,Male,52,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Armed-Forces,White,Female,37,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,39,United-States,<=50K
29,Private,Masters,Widowed,Handlers-cleaners,White,Male,51,United-States,<=50K
67,Private,Masters,Never-married,Adm-clerical,White,Male,48,Other,<=50K
50,Private,11th,Never-married,Other-service,Black,Female,28,United-States,<=50K
17,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Female,30,United-States,<=50K
57,Private,HS-grad,Never-married,Protective-serv,White,Male,65,United-States,<=50K
53,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Black,Female,30,Philippines,>50K
34,Private,5th-6th,Married-civ-spouse,Priv-house-serv,Black,Female,29,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Sales,White,Female,36,United-States,>50K
37,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Female,37,United-States,<=50K
63,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Female,42,United-States,<=50K
27,Private,Prof-school,Married-civ-spouse,Machine-op-inspct,White,Male,29,United-States,>50K
39,Private,Bachelors,Never-married,Tech-support,White,Male,49,United-States,<=50K
32,Private,HS-grad,Divorced,Farming-fishing,White,Female,26,United-States,<=50K
19,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Female,32,Other,<=50K
66,Private,Assoc-acdm,Never-married,Exec-managerial,Black,Female,38,United-States,>50K
22,Private,Assoc-voc,Married-AF-spouse,Other-service,White,Male,38,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Farming-fishing,White,Female,40,United-States,>50K
17,Private,1st-4th,Never-married,Priv-house-serv,White,Male,25,United-States,<=50K
32,Self-emp-not-inc,12th,Never-married,Other-service,White,Female,36,United-States,<=50K
43,Private,12th,Never-married,Other-service,White,Male,51,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Female,43,United-States,<=50K
45,Private,10th,Married-civ-spouse,Adm-clerical,White,Male,46,United-States,<=50K
34,Private,Bachelors,Divorced,Adm-clerical,White,Female,55,United-States,<=50K
53,Never-worked,HS-grad,Never-married,Other-service,White,Male,63,United-States,<=50K
55,Private,Assoc-acdm,Divorced,Prof-specialty,White,Male,43,United-States,>50K
30,Private,Masters,Married-civ-spouse,Protective-serv,White,Female,45,United-States,>50K
38,Private,HS-grad,Never-married,Craft-repair,White,Female,23,United-States,<=50K
40,Private,HS-grad,Never-married,Priv-house-serv,Black,Male,33,United-States,<=50K
46,Private,9th,Divorced,Other-service,White,Female,35,United-States,<=50K
38,Private,HS-grad,Never-married,Other-service,White,Male,27,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Armed-Forces,White,Female,43,United-States,<=50K
34,Self-emp-inc,11th,Never-married,Transport-moving,White,Male,54,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Other-service,White,Male,52,United-States,>50K
54,Private,HS-grad,Never-married,Prof-specialty,White,Female,39,United-States,<=50K
46,Private,Prof-school,Married-civ-spouse,Sales,White,Male,34,Mexico,>50K
47,Private,HS-grad,Divorced,Farming-fishing,White,Male,55,United-States,>50K
47,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,White,Female,32,United-States,<=50K
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,33,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,45,Other,<=50K
23,Private,HS-grad,Divorced,Armed-Forces,White,Male,19,United-States,<=50K
54,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,49,United-States,<=50K
17,Private,Bachelors,Separated,Craft-repair,White,Male,12,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,35,United-States,<=50K
52,Private,HS-grad,Divorced,Exec-managerial,White,Male,52,United-States,>50K
20,Private,Bachelors,Married-civ-spouse,Farming-fishing,Black,Male,58,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Male,51,United-States,>50K
29,Private,11th,Married-civ-spouse,Machine-op-inspct,Black,Female,39,United-States,<=50K
33,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,<=50K
50,Private,5th-6th,Never-married,Prof-specialty,White,Female,28,United-States,<=50K
40,Private,Some-college,Never-married,Transport-moving,White,Female,46,United-States,<=50K
17,Local-gov,Bachelors,Never-married,Machine-op-inspct,White,Male,13,United-States,<=50K
25,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,45,Other,>50K
50,Private,11th,Married-civ-spouse,Craft-repair,White,Female,27,United-States,<=50K
43,Private,HS-grad,Never-married,Transport-moving,White,Female,45,United-States,<=50K
60,Private,HS-grad,Never-married,Prof-specialty,White,Female,35,United-States,<=50K
59,Private,Doctorate,Never-married,Machine-op-inspct,White,Male,45,United-States,<=50K
33,Private,5th-6th,Separated,Other-service,White,Female,40,United-States,<=50K
70,State-gov,Some-college,Married-civ-spouse,Transport-moving,White,Female,32,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Sales,White,Male,47,United-States,>50K
25,Private,Some-college,Never-married,Farming-fishing,White,Male,51,United-States,<=50K
29,Private,Some-college,Never-married,Adm-clerical,White,Male,27,United-States,<=50K
17,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Male,48,United-States,<=50K
58,Private,Some-college,Divorced,Adm-clerical,White,Female,27,United-States,<=50K
58,Private,Bachelors,Married-spouse-absent,Transport-moving,White,Female,33,United-States,<=50K
24,Private,12th,Never-married,Exec-managerial,White,Male,25,United-States,>50K
35,Private,Some-college,Married-civ-spouse,Protective-serv,Black,Female,29,United-States,>50K
39,Private,7th-8th,Never-married,Machine-op-inspct,White,Male,28,United-States,<=50K
25,Private,Bachelors,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,47,United-States,>50K
17,Private,Assoc-acdm,Married-civ-spouse,Sales,Black,Female,46,Other,<=50K
35,Private,Some-college,Divorced,Farming-fishing,White,Male,36,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Male,44,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,43,Other,<=50K
40,Private,12th,Never-married,Handlers-cleaners,White,Male,17,United-States,<=50K
56,Private,HS-grad,Never-married,Tech-support,White,Male,33,Other,<=50K
34,Private,HS-grad,Never-married,Protective-serv,White,Male,42,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,37,United-States,<=50K
47,Local-gov,Bachelors,Married-civ-spouse,Armed-Forces,Black,Male,33,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Armed-Forces,Asian-Pac-Islander,Male,64,United-States,<=50K
30,Private,Some-college,Divorced,Transport-moving,Black,Male,42,United-States,>50K
39,Self-emp-not-inc,Masters,Married-civ-spouse,Transport-moving,White,Male,35,United-States,<=50K
45,Private,12th,Married-civ-spouse,Farming-fishing,White,Male,46,United-States,<=50K
23,Private,Some-college,Divorced,Farming-fishing,White,Male,33,United-States,<=50K
54,Private,9th,Never-married,Tech-support,White,Male,51,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
28,Never-worked,Assoc-voc,Widowed,Exec-managerial,White,Male,46,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,20,United-States,>50K
46,Self-emp-not-inc,Some-college,Never-married,Handlers-cleaners,White,Male,46,United-States,<=50K
30,Private,10th,Divorced,Craft-repair,White,Male,19,United-States,<=50K
44,Local-gov,7th-8th,Never-married,Machine-op-inspct,White,Male,55,United-States,<=50K
40,Self-emp-inc,Assoc-voc,Never-married,Farming-fishing,White,Male,55,United-States,<=50K
18,Self-emp-inc,Bachelors,Never-married,Protective-serv,White,Male,52,United-States,>50K
43,Self-emp-not-inc,5th-6th,Never-married,Machine-op-inspct,Black,Male,43,United-States,<=50K
23,Private,11th,Never-married,Exec-managerial,White,Female,46,United-States,<=50K
50,Private,Bachelors,Never-married,Prof-specialty,White,Male,54,United-States,>50K
29,Private,Masters,Never-married,Farming-fishing,White,Male,34,United-States,<=50K
35,Private,Some-college,Separated,Armed-Forces,White,Male,39,United-States,>50K
55,Private,11th,Married-civ-spouse,Transport-moving,White,Male,21,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,36,United-States,<=50K
23,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,53,United-States,>50K
24,Self-emp-not-inc,Some-college,Never-married,Protective-serv,Black,Male,40,United-States,<=50K
30,Private,7th-8th,Married-civ-spouse,Priv-house-serv,White,Male,55,United-States,<=50K
43,State-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,30,United-States,<=50K
42,State-gov,Assoc-acdm,Separated,Craft-repair,White,Female,42,United-States,<=50K
27,Self-emp-inc,HS-grad,Never-married,Craft-repair,Black,Male,48,United-States,<=50K
22,Private,HS-grad,Widowed,Machine-op-inspct,White,Male,41,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Female,21,United-States,>50K
35,Private,Prof-school,Divorced,Sales,White,Male,35,United-States,<=50K
66,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,White,Male,44,Other,<=50K
38,Private,HS-grad,Never-married,Priv-house-serv,White,Male,52,United-States,>50K
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,28,United-States,<=50K
22,Private,HS-grad,Widowed,Tech-support,White,Male,51,United-States,<=50K
17,Self-emp-not-inc,11th,Married-civ-spouse,Sales,White,Female,50,United-States,<=50K
23,Private,11th,Widowed,Tech-support,White,Female,45,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,37,United-States,<=50K
60,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,29,United-States,<=50K
27,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,Asian-Pac-Islander,Male,73,United-States,<=50K
32,Private,HS-grad,Never-married,Priv-house-serv,White,Male,38,United-States,<=50K
22,Private,12th,Divorced,Exec-managerial,White,Female,41,United-States,<=50K
17,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,34,United-States,<=50K
47,Private,10th,Married-civ-spouse,Prof-specialty,White,Male,33,United-States,<=50K
40,Private,11th,Married-civ-spouse,Protective-serv,White,Male,48,United-States,<=50K
38,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,45,United-States,<=50K
19,Private,Some-college,Married-civ-spouse,Sales,White,Male,35,United-States,>50K
59,Private,Assoc-voc,Married-civ-spouse,Transport-moving,White,Female,46,United-States,<=50K
31,Federal-gov,Some-college,Never-married,Farming-fishing,White,Female,51,United-States,<=50K
44,Self-emp-inc,HS-grad,Never-married,Protective-serv,White,Male,30,United-States,<=50K
19,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,White,Male,49,United-States,>50K
35,Private,12th,Divorced,Protective-serv,White,Male,25,United-States,<=50K
41,Private,HS-grad,Divorced,Priv-house-serv,White,Male,50,United-States,<=50K
42,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,72,Other,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Female,33,United-States,<=50K
44,Private,9th,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,<=50K
23,Private,10th,Divorced,Protective-serv,White,Male,37,United-States,<=50K
40,Private,9th,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Female,28,United-States,<=50K
39,Private,Some-college,Never-married,Protective-serv,White,Female,28,Other,<=50K
41,Without-pay,Some-college,Married-civ-spouse,Prof-specialty,White,Female,22,United-States,<=50K
38,Private,1st-4th,Never-married,Protective-serv,White,Male,47,United-States,<=50K
21,Private,Some-college,Divorced,Exec-managerial,White,Male,25,United-States,<=50K
20,Local-gov,Assoc-acdm,Widowed,Other-service,White,Male,37,United-States,<=50K
17,Local-gov,10th,Never-married,Farming-fishing,White,Male,39,United-States,>50K
48,Federal-gov,HS-grad,Never-married,Exec-managerial,White,Female,38,United-States,<=50K
48,Local-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,28,United-States,>50K
48,Private,Some-college,Never-married,Farming-fishing,White,Male,46,United-States,<=50K
41,Local-gov,HS-grad,Never-married,Exec-managerial,White,Female,34,United-States,<=50K
17,Private,Assoc-voc,Divorced,Tech-support,White,Male,25,United-States,<=50K
24,Private,Bachelors,Divorced,Transport-moving,White,Female,37,United-States,>50K
40,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,51,Other,<=50K
39,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,White,Male,29,United-States,<=50K
35,Private,10th,Never-married,Tech-support,White,Female,55,United-States,<=50K
42,Private,7th-8th,Married-civ-spouse,Priv-house-serv,Black,Female,16,United-States,<=50K
38,Private,Some-college,Separated,Other-service,Asian-Pac-Islander,Female,36,Philippines,<=50K
39,Private,HS-grad,Married-civ-spouse,Protective-serv,Black,Female,50,United-States,<=50K
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,39,United-States,<=50K
50,Private,Bachelors,Never-married,Craft-repair,White,Male,37,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Tech-support,White,Female,21,United-States,<=50K
20,Private,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,47,United-States,<=50K
27,Private,Assoc-acdm,Never-married,Exec-managerial,Black,Male,63,United-States,<=50K
33,Private,HS-grad,Never-married,Transport-moving,White,Male,26,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Sales,White,Female,47,United-States,<=50K
37,Private,7th-8th,Never-married,Tech-support,White,Male,41,United-States,<=50K
35,Private,10th,Never-married,Protective-serv,White,Male,27,United-States,<=50K
21,Private,Some-college,Never-married,Priv-house-serv,White,Female,41,United-States,>50K
48,Self-emp-inc,HS-grad,Never-married,Sales,White,Male,35,United-States,>50K
29,Self-emp-not-inc,11th,Divorced,Protective-serv,White,Female,49,United-States,<=50K
36,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Black,Female,53,United-States,<=50K
57,Private,11th,Married-civ-spouse,Machine-op-inspct,Black,Male,59,United-States,<=50K
44,Private,Assoc-voc,Divorced,Transport-moving,White,Male,31,United-States,<=50K
17,Private,10th,Divorced,Prof-specialty,White,Male,47,United-States,<=50K
17,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,35,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,51,United-States,<=50K
22,Private,Some-college,Never-married,Adm-clerical,Black,Male,50,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,White,Female,50,United-States,<=50K
38,Private,Prof-school,Divorced,Other-service,White,Male,20,Other,<=50K
40,Private,Assoc-acdm,Widowed,Armed-Forces,White,Male,30,United-States,<=50K
28,Local-gov,Masters,Divorced,Machine-op-inspct,White,Female,36,United-States,>50K
60,Local-gov,Some-college,Never-married,Other-service,White,Male,41,United-States,<=50K
74,Without-pay,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Male,37,United-States,<=50K
34,Private,Bachelors,Separated,Sales,White,Male,61,United-States,<=50K
42,Private,7th-8th,Married-civ-spouse,Priv-house-serv,Black,Male,28,United-States,<=50K
39,Local-gov,Bachelors,Divorced,Sales,White,Female,24,United-States,<=50K
34,Private,12th,Married-civ-spouse,Transport-moving,White,Male,32,United-States,<=50K
27,Self-emp-inc,Some-college,Never-married,Prof-specialty,White,Male,44,Other,<=50K
23,Private,Assoc-acdm,Never-married,Craft-repair,White,Male,41,United-States,<=50K
23,Private,10th,Married-civ-spouse,Tech-support,White,Male,31,United-States,<=50K
43,Private,Masters,Never-married,Protective-serv,White,Male,47,United-States,<=50K
31,Private,Bachelors,Married-civ-spouse,Priv-house-serv,White,Female,51,United-States,>50K
17,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,55,United-States,<=50K
43,Private,11th,Married-civ-spouse,Adm-clerical,White,Female,36,United-States,<=50K
37,Private,Some-college,Never-married,Protective-serv,White,Female,40,United-States,>50K
55,Private,HS-grad,Never-married,Priv-house-serv,White,Male,68,United-States,<=50K
42,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,30,United-States,>50K
18,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,29,United-States,<=50K
17,Private,Some-college,Never-married,Protective-serv,Black,Female,58,United-States,<=50K
28,Private,Some-college,Never-married,Tech-support,White,Male,30,United-States,>50K
29,Private,HS-grad,Never-married,Transport-moving,White,Male,23,United-States,>50K
50,Private,Some-college,Divorced,Other-service,White,Male,54,United-States,>50K
37,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,White,Male,38,Other,<=50K
52,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,46,United-States,>50K
20,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K
50,Private,11th,Married-civ-spouse,Other-service,White,Male,31,United-States,<=50K
47,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,41,United-States,>50K
17,Private,1st-4th,Never-married,Machine-op-inspct,White,Female,50,United-States,<=50K
55,State-gov,HS-grad,Never-married,Tech-support,White,Male,44,United-States,<=50K
39,Private,Some-college,Divorced,Tech-support,White,Male,46,United-States,>50K
43,Local-gov,9th,Married-civ-spouse,Sales,White,Male,47,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Tech-support,White,Female,49,United-States,<=50K
54,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,38,United-States,<=50K
22,Local-gov,Some-college,Widowed,Exec-managerial,White,Male,34,United-States,<=50K
48,Local-gov,9th,Never-married,Handlers-cleaners,White,Female,31,United-States,<=50K
48,Private,Prof-school,Widowed,Other-service,White,Female,41,United-States,>50K
25,Never-worked,Masters,Never-married,Handlers-cleaners,White,Male,28,United-States,<=50K
63,Private,11th,Married-civ-spouse,Machine-op-inspct,White,Male,49,United-States,<=50K
41,Local-gov,Bachelors,Never-married,Other-service,White,Male,27,United-States,<=50K
46,Private,Some-college,Divorced,Adm-clerical,White,Male,24,United-States,<=50K
18,Private,Masters,Married-civ-spouse,Machine-op-inspct,White,Male,53,United-States,<=50K
65,Private,Masters,Never-married,Craft-repair,White,Male,51,United-States,<=50K
22,Local-gov,Some-college,Never-married,Adm-clerical,White,Male,47,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,11,Mexico,<=50K
25,Private,Bachelors,Divorced,Protective-serv,White,Female,45,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Protective-serv,White,Female,49,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Armed-Forces,Black,Male,30,United-States,<=50K
51,Private,HS-grad,Divorced,Armed-Forces,White,Female,54,United-States,>50K
21,Federal-gov,HS-grad,Separated,Tech-support,White,Female,34,United-States,<=50K
52,Private,Masters,Married-civ-spouse,Adm-clerical,White,Male,43,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,37,United-States,>50K
25,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,White,Male,33,United-States,>50K
58,Private,1st-4th,Never-married,Other-service,White,Female,7,United-States,<=50K
19,Private,9th,Never-married,Machine-op-inspct,White,Male,45,United-States,<=50K
29,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Black,Male,35,Other,<=50K
44,Self-emp-not-inc,Bachelors,Never-married,Priv-house-serv,White,Male,40,United-States,>50K
26,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,White,Female,32,United-States,<=50K
41,Self-emp-not-inc,Some-college,Divorced,Prof-specialty,Asian-Pac-Islander,Male,19,United-States,<=50K
41,Private,HS-grad,Divorced,Armed-Forces,White,Male,33,United-States,<=50K
35,Private,HS-grad,Divorced,Armed-Forces,White,Male,32,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Other,Male,48,United-States,>50K
35,Private,HS-grad,Divorced,Protective-serv,White,Male,18,United-States,<=50K
41,Federal-gov,HS-grad,Separated,Farming-fishing,White,Male,36,Other,<=50K
52,Self-emp-inc,7th-8th,Married-civ-spouse,Craft-repair,White,Male,42,United-States,<=50K
48,Private,Masters,Married-civ-spouse,Priv-house-serv,White,Male,16,United-States,<=50K
48,Self-emp-not-inc,Bachelors,Widowed,Other-service,White,Male,67,United-States,>50K
23,Private,Bachelors,Never-married,Priv-house-serv,White,Male,56,Other,<=50K
44,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,47,United-States,<=50K
26,Private,Bachelors,Divorced,Handlers-cleaners,White,Male,47,United-States,<=50K
21,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,White,Male,51,United-States,<=50K
37,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
26,Private,HS-grad,Never-married,Tech-support,White,Male,32,United-States,<=50K
48,Private,Assoc-voc,Never-married,Sales,Black,Female,39,United-States,>50K
48,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,23,United-States,<=50K
17,Private,Bachelors,Never-married,Machine-op-inspct,White,Male,46,United-States,>50K
27,Private,HS-grad,Never-married,Farming-fishing,Asian-Pac-Islander,Male,38,United-States,<=50K
19,Private,HS-grad,Never-married,Exec-managerial,White,Female,13,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,31,Mexico,<=50K
43,Private,11th,Married-civ-spouse,Prof-specialty,White,Female,62,United-States,<=50K
34,Private,7th-8th,Divorced,Prof-specialty,White,Female,35,United-States,<=50K
30,State-gov,HS-grad,Never-married,Craft-repair,Asian-Pac-Islander,Female,31,United-States,<=50K
54,Never-worked,11th,Married-civ-spouse,Handlers-cleaners,White,Male,28,United-States,>50K
17,Private,1st-4th,Married-civ-spouse,Prof-specialty,White,Male,47,United-States,<=50K
54,Private,Assoc-acdm,Married-civ-spouse,Farming-fishing,White,Male,34,United-States,>50K
30,Private,Some-college,Never-married,Other-service,White,Male,31,United-States,<=50K
36,Private,Some-college,Divorced,Exec-managerial,White,Male,12,United-States,<=50K
31,Private,11th,Separated,Handlers-cleaners,White,Male,46,United-States,<=50K
